Id,From,To,Avg_Duration,Total_Duration,Avg_Bytes,Total_Bytes,Count,Hop_Count,Tactic
edge_258,143.88.2.10,143.88.7.251,0.000388741493225098,0.3980712890625,0.0,0,1024,2,Reconnaissance
edge_259,143.88.2.10,143.88.7.55,0.000263750553131104,0.27008056640625,0.0,0,1024,2,Reconnaissance
edge_260,143.88.2.10,143.88.7.219,0.000121176242828369,0.12408447265625,0.0,0,1024,2,Reconnaissance
edge_261,143.88.2.10,143.88.7.28,0.25046026706695600,256.4713134765630,0.0,0,1024,2,Reconnaissance
edge_262,143.88.2.10,143.88.7.11,0.3123404780843890,972063.5371704100,0.0,0,3112192,2,Reconnaissance
edge_263,143.88.2.10,143.88.7.52,0.000138759613037109,0.14208984375,0.0,0,1024,2,Reconnaissance
edge_264,143.88.2.10,143.88.7.76,0.000289201736450195,0.296142578125,0.0,0,1024,2,Reconnaissance
edge_265,143.88.2.10,143.88.7.207,0.000151991844177246,0.1556396484375,0.0,0,1024,2,Reconnaissance
edge_266,143.88.2.10,143.88.7.75,0.000274002552032471,0.28057861328125,0.0,0,1024,2,Reconnaissance
edge_267,143.88.2.10,143.88.7.69,0.000330924987792969,0.3388671875,0.0,0,1024,2,Reconnaissance
edge_268,143.88.2.10,143.88.7.59,0.000319957733154297,0.32763671875,0.0,0,1024,2,Reconnaissance
edge_269,143.88.2.10,143.88.7.167,0.000230491161346436,0.23602294921875,0.0,0,1024,2,Reconnaissance
edge_270,143.88.2.10,143.88.7.86,0.000275731086730957,0.2823486328125,0.0,0,1024,2,Reconnaissance
edge_271,143.88.2.10,143.88.7.128,0.25056493282318100,256.5784912109380,0.0,0,1024,2,Reconnaissance
edge_272,143.88.2.10,143.88.7.70,0.000316023826599121,0.3236083984375,0.0,0,1024,2,Reconnaissance
edge_273,143.88.2.10,143.88.7.102,0.000277459621429443,0.28411865234375,0.0,0,1024,2,Reconnaissance
edge_274,143.88.2.10,143.88.7.151,0.000199496746063232,0.20428466796875,0.0,0,1024,2,Reconnaissance
edge_275,143.88.2.10,143.88.7.202,0.000295102596282959,0.30218505859375,0.0,0,1024,2,Reconnaissance
edge_276,143.88.2.10,143.88.7.67,0.000264525413513184,0.2708740234375,0.0,0,1024,2,Reconnaissance
edge_277,143.88.2.10,143.88.7.30,0.2504509687423710,256.4617919921880,0.0,0,1024,2,Reconnaissance
edge_278,143.88.2.10,143.88.7.29,0.250465452671051,256.47662353515600,0.0,0,1024,2,Reconnaissance
edge_279,143.88.2.10,143.88.7.146,0.000527024269104004,0.5396728515625,0.0,0,1024,2,Reconnaissance
edge_280,143.88.2.10,143.88.7.134,0.25057023763656600,256.58392333984400,0.0,0,1024,2,Reconnaissance
edge_281,143.88.2.10,143.88.7.183,0.000300228595733643,0.30743408203125,0.0,0,1024,2,Reconnaissance
edge_282,143.88.2.10,143.88.7.113,0.000240981578826904,0.24676513671875,0.0,0,1024,2,Reconnaissance
edge_283,143.88.2.10,143.88.7.127,0.250593900680542,256.608154296875,0.0,0,1024,2,Reconnaissance
edge_284,143.88.2.10,143.88.7.215,0.000254809856414795,0.26092529296875,0.0,0,1024,2,Reconnaissance
edge_285,143.88.2.10,143.88.7.53,0.000174522399902344,0.1787109375,0.0,0,1024,2,Reconnaissance
edge_286,143.88.2.10,143.88.7.104,0.00025331974029541,0.2593994140625,0.0,0,1024,2,Reconnaissance
edge_287,143.88.2.10,143.88.7.191,0.000159978866577148,0.163818359375,0.0,0,1024,2,Reconnaissance
edge_288,143.88.2.10,143.88.7.56,0.000241994857788086,0.247802734375,0.0,0,1024,2,Reconnaissance
edge_289,143.88.2.10,143.88.7.255,0.000334203243255615,0.34222412109375,0.0,0,1024,2,Reconnaissance
edge_290,143.88.2.10,143.88.7.7,0.000245273113250732,0.25115966796875,0.0,0,1024,2,Reconnaissance
edge_291,143.88.2.10,143.88.7.14,3.0080472826957700,3080.2404174804700,0.0,0,1024,2,Reconnaissance
edge_292,143.88.2.10,143.88.7.68,0.000237226486206055,0.242919921875,0.0,0,1024,2,Reconnaissance
edge_293,143.88.2.10,143.88.7.58,0.000351011753082275,0.35943603515625,0.0,0,1024,2,Reconnaissance
edge_294,143.88.2.10,143.88.7.192,0.000203788280487061,0.20867919921875,0.0,0,1024,2,Reconnaissance
edge_295,143.88.2.10,143.88.7.171,0.000280797481536865,0.28753662109375,0.0,0,1024,2,Reconnaissance
edge_296,143.88.2.10,143.88.7.245,0.000304341316223145,0.3116455078125,0.0,0,1024,2,Reconnaissance
edge_297,143.88.2.10,143.88.7.38,0.000201582908630371,0.2064208984375,0.0,0,1024,2,Reconnaissance
edge_298,143.88.2.10,143.88.7.149,0.000190973281860352,0.195556640625,0.0,0,1024,2,Reconnaissance
edge_299,143.88.2.10,143.88.7.170,0.000362515449523926,0.3712158203125,0.0,0,1024,2,Reconnaissance
edge_300,143.88.2.10,143.88.7.226,0.000242710113525391,0.24853515625,0.0,0,1024,2,Reconnaissance
edge_301,143.88.2.10,143.88.7.237,0.000325202941894531,0.3330078125,0.0,0,1024,2,Reconnaissance
edge_302,143.88.2.10,143.88.7.246,0.000249803066253662,0.25579833984375,0.0,0,1024,2,Reconnaissance
edge_303,143.88.2.10,143.88.7.66,0.000273644924163818,0.28021240234375,0.0,0,1024,2,Reconnaissance
edge_304,143.88.2.10,143.88.7.24,0.000166475772857666,0.17047119140625,0.0,0,1024,2,Reconnaissance
edge_305,143.88.2.10,143.88.7.94,0.00018078088760376,0.18511962890625,0.0,0,1024,2,Reconnaissance
edge_306,143.88.2.10,143.88.7.152,0.000129759311676025,0.13287353515625,0.0,0,1024,2,Reconnaissance
edge_307,143.88.2.10,143.88.7.51,0.000154197216033936,0.15789794921875,0.0,0,1024,2,Reconnaissance
edge_308,143.88.2.10,143.88.7.254,0.000343739986419678,0.35198974609375,0.0,0,1024,2,Reconnaissance
edge_309,143.88.2.10,143.88.7.34,0.25042152404785200,256.431640625,0.0,0,1024,2,Reconnaissance
edge_310,143.88.2.10,143.88.7.142,0.000501573085784912,0.51361083984375,0.0,0,1024,2,Reconnaissance
edge_311,143.88.2.10,143.88.7.101,0.000261962413787842,0.26824951171875,0.0,0,1024,2,Reconnaissance
edge_312,143.88.2.10,143.88.7.8,0.000274240970611572,0.28082275390625,0.0,0,1024,2,Reconnaissance
edge_313,143.88.2.10,143.88.7.217,0.000313758850097656,0.3212890625,0.0,0,1024,2,Reconnaissance
edge_314,143.88.2.10,143.88.7.209,0.000247478485107422,0.25341796875,0.0,0,1024,2,Reconnaissance
edge_315,143.88.2.10,143.88.7.193,0.000212967395782471,0.21807861328125,0.0,0,1024,2,Reconnaissance
edge_316,143.88.2.10,143.88.7.248,0.000166416168212891,0.17041015625,0.0,0,1024,2,Reconnaissance
edge_317,143.88.2.10,143.88.7.3,0.00035703182220459,0.3656005859375,0.0,0,1024,2,Reconnaissance
edge_318,143.88.2.10,143.88.7.174,0.000261485576629639,0.26776123046875,0.0,0,1024,2,Reconnaissance
edge_319,143.88.2.10,143.88.7.42,0.00034797191619873,0.3563232421875,0.0,0,1024,2,Reconnaissance
edge_320,143.88.2.10,143.88.7.130,0.25057506561279300,256.5888671875,0.0,0,1024,2,Reconnaissance
edge_321,143.88.2.10,143.88.7.242,0.000292778015136719,0.2998046875,0.0,0,1024,2,Reconnaissance
edge_322,143.88.2.10,143.88.7.31,0.2504849433898930,256.49658203125,0.0,0,1024,2,Reconnaissance
edge_323,143.88.2.10,143.88.7.228,0.000242769718170166,0.24859619140625,0.0,0,1024,2,Reconnaissance
edge_324,143.88.2.10,143.88.7.95,0.000173509120941162,0.17767333984375,0.0,0,1024,2,Reconnaissance
edge_325,143.88.2.10,143.88.7.141,0.00048905611038208,0.50079345703125,0.0,0,1024,2,Reconnaissance
edge_326,143.88.2.10,143.88.7.247,0.000296711921691895,0.3038330078125,0.0,0,1024,2,Reconnaissance
edge_327,143.88.2.10,143.88.7.105,0.000259041786193848,0.2652587890625,0.0,0,1024,2,Reconnaissance
edge_328,143.88.2.10,143.88.7.119,0.000257432460784912,0.26361083984375,0.0,0,1024,2,Reconnaissance
edge_329,143.88.2.10,143.88.7.232,0.000259995460510254,0.2662353515625,0.0,0,1024,2,Reconnaissance
edge_330,143.88.255.1,143.88.255.10,31.868285283923800,1730447.8909170600,0.000644567219152855,35,54300,2,none
edge_331,143.88.255.10,202.12.27.33,0.0,0.0,0.0,0,66,3,none
edge_332,143.88.255.10,199.9.14.201,0.0,0.0,0.0,0,107,3,none
edge_333,143.88.255.10,10.0.10.1,0.0000170160974050103,114.41652822494500,0.0000151695035869184,102,6724017,3,none
edge_334,143.88.255.10,199.7.83.42,0.0,0.0,0.0,0,91,3,none
edge_335,143.88.255.10,192.33.4.12,0.0,0.0,0.0,0,91,3,none
edge_336,143.88.255.10,192.36.148.17,0.0,0.0,0.0,0,95,3,none
edge_337,143.88.255.10,193.0.14.129,0.0,0.0,0.0,0,81,3,none
edge_338,143.88.255.10,198.97.190.53,0.0,0.0,0.0,0,104,3,none
edge_339,143.88.255.10,198.41.0.4,0.0,0.0,0.0,0,105,3,none
edge_340,143.88.255.10,199.7.91.13,0.0,0.0,0.0,0,91,3,none
edge_341,143.88.255.10,192.5.5.241,0.0,0.0,0.0,0,92,3,none
edge_342,143.88.255.10,192.112.36.4,0.0,0.0,0.0,0,105,3,none
edge_343,143.88.255.10,192.58.128.30,0.0,0.0,0.0,0,90,3,none
edge_344,143.88.255.10,192.203.230.10,0.0,0.0,0.0,0,66,3,none
edge_345,143.88.255.50,143.88.0.44,79.84450793266300,159.68901586532600,2212.0,4424,2,3,none
edge_346,143.88.255.50,143.88.11.1,900.6052234527910,126985.33650684400,1551.6241134751800,218779,141,3,none
edge_347,143.88.255.50,148.88.255.1,0.0,0.0,0.0,0,14,3,none
edge_348,143.88.255.50,143.88.11.13,2.009126901626590,4.018253803253170,168.0,336,2,3,none
edge_349,143.88.255.50,143.88.0.1,1729902.2721018800,3459804.5442037600,47302220,94604440,2,3,none
edge_350,143.88.255.50,143.88.0.41,2.019538164138790,4.039076328277590,84.0,168,2,3,none
edge_351,143.88.255.50,143.88.0.42,25.901978333791100,155.41187000274700,74.66666666666670,448,6,3,none
edge_352,143.88.255.51,143.88.255.1,0.00082707405090332,0.0016541481018066400,0.0,0,2,1,none
edge_353,143.88.5.12,143.88.5.1,1.8776599996501700,943576.7243041990,0.000155215231788079,78,502528,1,Reconnaissance
edge_354,169.254.201.234,224.0.0.252,0.10128787045921800,18.535680294036900,0.4371584699453550,80,183,1,none
edge_355,169.254.201.234,224.0.0.251,0.24421333544182100,16.118080139160200,0.0,0,66,1,none
edge_356,169.254.201.234,169.254.255.255,20.449522733688400,204.49522733688400,60.0,600,10,1,none
edge_357,169.254.83.37,169.254.255.255,19.8337842464447,198.33784246444700,60.0,600,10,1,none
edge_358,169.254.83.37,224.0.0.252,0.10116539720716400,18.108606100082400,0.44692737430167600,80,179,1,none
edge_359,172.28.128.3,224.0.0.251,0.12021524451648100,179.72179055213900,0.0,0,1495,1,none
edge_360,172.28.128.3,172.28.128.255,7.895764305337210,297867.70841884600,0.027170311464546100,1025,37725,1,none
edge_361,255.255.255.255,143.88.255.1,0.0,0.0,0.0,0,2,,none
